id,text,intent
428,Vừa đặt đồ ăn 85k,add_expense
455,Thưởng tháng này 2 triệu rưỡi,add_income
367,Kiểm tra xem mình còn bao nhiêu tiền,query_balance
92,Tháng này tôi tốn bao nhiêu tiền đi lại?,query_category
340,Tối qua ăn nhà hàng hết 450 nghìn,add_expense
565,Được thưởng thêm 700k,add_income
346,Lương vừa về tài khoản 14 triệu,add_income
242,Mua quyển sách này 180 nghìn,add_expense
14,Hôm nay Hà Nội có mưa không?,unknown
316,Có cách nào giúp tôi quản lý chi tiêu tốt hơn không?,financial_advice
601,Ăn uống tháng này chỉ được 2 triệu thôi,set_budget
388,Khoản mua sắm tháng này hết bao nhiêu?,query_category
274,Giờ trong tài khoản còn lại bao nhiêu?,query_balance
167,Vừa thu được khoản nợ 3 triệu,add_income
794,Xăng xe đã chi bao nhiêu?,query_category
647,Công ty chuyển lương 16 củ,add_income
485,Cho tôi biết tổng chi tuần này,query_expense
783,Hôm qua tổng chi là bao nhiêu?,query_expense
505,Giải trí chỉ được tiêu 500k thôi,set_budget
244,Mua vé concert hết 1 triệu 2,add_expense
567,Giờ mình còn bao nhiêu tiền?,query_balance
563,Lương vừa ting ting 16 triệu,add_income
687,Tháng này tiền đi lại bao nhiêu?,query_category
190,Cho tôi biết tổng tiền đã tiêu tuần này,query_expense
700,Đặt hạn mức tiền điện 600 nghìn,set_budget
476,Tháng này tiêu tổng bao nhiêu?,query_expense
682,Từ đầu năm đến giờ tiêu bao nhiêu?,query_expense
511,Cần để dành 10 triệu trong 3 tháng,saving_goal
59,Khách mới chuyển mình 5 triệu,add_income
475,Tôi đang có bao nhiêu tiền?,query_balance
561,Bố gửi cho 3 củ,add_income
748,Vừa nhận thưởng 3 triệu,add_income
253,Tiền lương vừa ting ting 15 triệu,add_income
22,Mỗi tháng cần tiết kiệm bao nhiêu để đủ 60 triệu sau 1 năm?,saving_goal
314,Tôi muốn dành dụm 50 triệu trong 18 tháng,saving_goal
460,Vừa nhận tiền dự án 8 triệu,add_income
161,Tháng này nhận lương 16 củ,add_income
277,Từ đầu tháng đến nay đã tiêu tổng cộng bao nhiêu?,query_expense
192,Tháng này đi lại hết bao nhiêu tiền?,query_category
386,Tiền ăn uống tháng này của tôi bao nhiêu?,query_category
414,Mục tiêu tiết kiệm của tôi là 60 triệu trong 18 tháng,saving_goal
492,Tiền thuốc tháng này là bao nhiêu?,query_category
344,Mua quà cho bạn hết 250k,add_expense
770,Hiện giờ tôi còn dư bao nhiêu?,query_balance
309,Mình muốn tích lũy 15 triệu trong 5 tháng,saving_goal
662,Khách vừa thanh toán 6 triệu,add_income
131,Mua vé xem phim 120k,add_expense
664,Vừa nhận tiền công 800k,add_income
100,Khoản chi nào đang lớn nhất tháng này?,query_category
373,Tôi còn lại bao nhiêu tiền?,query_balance
88,Hôm qua mình tiêu hết bao nhiêu?,query_expense
459,Bán chiếc điện thoại được 4 củ,add_income
331,Đi xem phim với bạn hết 220k,add_expense
215,Tôi muốn dành dụm 15 triệu trong 5 tháng,saving_goal
467,Tài khoản mình còn bao nhiêu tiền?,query_balance
122,Có cách nào tiết kiệm tiền hiệu quả không?,financial_advice
615,Làm sao để dành được 24 triệu trong 1 năm?,saving_goal
21,Ngân sách mua sắm tháng này đặt 3 triệu nhé,set_budget
701,Ăn uống đừng vượt quá 1 triệu rưỡi,set_budget
72,Cho mình biết số dư hiện tại với,query_balance
107,Cho tôi giới hạn mua sắm 5 củ mỗi tháng,set_budget
271,Sau khi trừ các khoản thì mình còn bao nhiêu?,query_balance
436,Đi Grab hết 60 nghìn,add_expense
103,Giới hạn chi tiêu giải trí là 1 triệu nhé,set_budget
