id,text,intent
491,Giải trí tháng này hết bao nhiêu?,query_category
492,Tiền thuốc tháng này là bao nhiêu?,query_category
493,Học hành hết bao nhiêu tiền?,query_category
494,Xăng xe tháng này hết bao nhiêu?,query_category
495,Khoản nào đang tốn nhiều nhất?,query_category
496,Cho ăn uống ngân sách 2 triệu,set_budget
497,Mua sắm tháng này tối đa 3 triệu,set_budget
498,Đi lại giới hạn 800k nhé,set_budget
499,Giải trí mỗi tháng 1 triệu thôi,set_budget
500,Tiền điện tối đa 600 nghìn,set_budget
501,Ăn uống không được vượt quá 2 củ,set_budget
502,Đặt hạn mức mua sắm 2 triệu rưỡi,set_budget
503,Tiền nhà tháng này giới hạn 6 triệu,set_budget
504,Cho đi lại tối đa 1 triệu mỗi tháng,set_budget
505,Giải trí chỉ được tiêu 500k thôi,set_budget
506,Mình muốn để dành 20 triệu trong 5 tháng,saving_goal
507,Cần tiết kiệm 30 triệu trong 6 tháng,saving_goal
508,Mục tiêu 50 triệu sau 1 năm,saving_goal
509,Muốn dành dụm 15 triệu trong 4 tháng,saving_goal
510,Tôi muốn tích 80 triệu trong 2 năm,saving_goal
511,Cần để dành 10 triệu trong 3 tháng,saving_goal
512,Mỗi tháng cần tiết kiệm bao nhiêu để đủ 36 triệu sau 6 tháng?,saving_goal
513,Muốn có 25 triệu tiết kiệm sau 10 tháng,saving_goal
514,Mục tiêu tiết kiệm là 60 triệu trong 18 tháng,saving_goal
515,Làm sao để dành đủ 12 triệu trong 1 năm?,saving_goal
516,Làm sao quản lý tiền cho tốt?,financial_advice
517,Có cách nào tiết kiệm hiệu quả không?,financial_advice
518,Nên lập ngân sách cá nhân thế nào?,financial_advice
519,Quỹ khẩn cấp là gì vậy?,financial_advice
520,Làm sao để bớt tiêu hoang?,financial_advice
521,Nên theo dõi chi tiêu ra sao?,financial_advice
522,Có nguyên tắc nào để quản lý tiền không?,financial_advice
523,Lương về thì nên chia tiền thế nào?,financial_advice
524,Làm sao xây dựng thói quen tiết kiệm?,financial_advice
525,Làm sao kiểm soát việc mua sắm?,financial_advice
526,Sáng nay ăn phở 60k,add_expense
527,Mới mua bánh ngọt 35 nghìn,add_expense
528,Trưa đặt cơm hết 70k,add_expense
529,Uống trà sữa mất 45k,add_expense
530,Mua áo sơ mi 500 nghìn,add_expense
531,Tối qua xem phim hết 150k,add_expense
532,Vừa đóng hóa đơn nước 200 nghìn,add_expense
533,Mua thuốc cảm hết 75k,add_expense
534,Tiền phòng tháng này 4 triệu rưỡi,add_expense
535,Mua giáo trình 220k,add_expense
536,Đi xe ôm công nghệ hết 40 nghìn,add_expense
537,Đổ xăng hết 90k,add_expense
538,Mua cái balo 350 nghìn,add_expense
539,Vừa thanh toán wifi 250k,add_expense
540,Ăn tối ở ngoài hết 180 nghìn,add_expense
541,Đi siêu thị hết 700k,add_expense
542,Đi taxi mất 130 nghìn,add_expense
543,Đóng tiền học 3 triệu,add_expense
544,Mua quà cho mẹ hết 400k,add_expense
545,Ăn sáng hết 30 nghìn,add_expense
546,Lương tháng này vừa chuyển 14 triệu,add_income
547,Vừa nhận 10 củ tiền lương,add_income
548,Công ty thưởng cho mình 4 triệu,add_income
549,Mẹ vừa gửi 1 triệu,add_income
550,Nhận tiền freelance 3 triệu rưỡi,add_income
551,Khách chuyển khoản 5 triệu,add_income
552,Bán đồ cũ được 900k,add_income
553,Tiền làm thêm vừa về 1 triệu 2,add_income
554,Vừa được hoàn tiền 250 nghìn,add_income
555,Nhận thưởng cuối tháng 2 triệu,add_income
556,Anh trai gửi 600k,add_income
557,Vừa thu hồi khoản nợ 1 triệu rưỡi,add_income
558,Công ty trả phụ cấp 800 nghìn,add_income
559,Bán chiếc đồng hồ được 2 triệu,add_income
560,Nhận tiền dự án 15 triệu,add_income
561,Bố gửi cho 3 củ,add_income
562,Khách vừa thanh toán 7 triệu,add_income
563,Lương vừa ting ting 16 triệu,add_income
564,Vừa nhận tiền công 1 triệu,add_income
565,Được thưởng thêm 700k,add_income
566,Tài khoản hiện còn bao nhiêu?,query_balance
567,Giờ mình còn bao nhiêu tiền?,query_balance
568,Số dư hiện tại là bao nhiêu vậy?,query_balance
569,Trong ví còn lại bao nhiêu?,query_balance
570,Kiểm tra số tiền còn lại giúp tôi,query_balance
571,Tôi còn dư bao nhiêu trong tài khoản?,query_balance
572,Hiện giờ tài khoản còn bao nhiêu?,query_balance
573,Mình còn bao nhiêu để chi tiêu?,query_balance
574,Cho biết số dư hiện tại của mình,query_balance
575,Còn bao nhiêu tiền sau khi trừ chi tiêu?,query_balance
576,Tháng này mình tiêu hết bao nhiêu?,query_expense
577,Từ đầu tháng tới giờ đã chi bao nhiêu?,query_expense
578,Hôm nay tổng chi là bao nhiêu?,query_expense
579,Tuần này tôi đã tiêu tổng cộng bao nhiêu?,query_expense
580,Trong 7 ngày qua đã chi bao nhiêu tiền?,query_expense
581,Tháng trước tiêu bao nhiêu rồi?,query_expense
582,Năm nay tổng chi tiêu là bao nhiêu?,query_expense
583,Hôm qua mình đã tiêu hết bao nhiêu?,query_expense
584,Cho tôi biết tổng chi tháng này,query_expense
585,Từ đầu năm tới giờ đã tiêu tổng cộng bao nhiêu?,query_expense
586,Tháng này ăn uống hết bao nhiêu?,query_category
587,Đi lại tháng này tốn bao nhiêu?,query_category
588,Mình đã mua sắm hết bao nhiêu?,query_category
589,Tiền điện tháng này hết bao nhiêu?,query_category
590,Tôi đã trả bao nhiêu tiền thuê nhà?,query_category
591,Giải trí tháng này chi bao nhiêu?,query_category
592,Tiền thuốc đã tốn bao nhiêu?,query_category
593,Tháng này học hành hết bao nhiêu?,query_category
594,Xăng xe hết bao nhiêu tiền?,query_category
595,Khoản chi nào lớn nhất tháng này?,query_category
596,Đặt ngân sách ăn uống 1 triệu rưỡi,set_budget
597,Mua sắm tối đa 2 triệu mỗi tháng,set_budget
598,Đi lại giới hạn 700k nhé,set_budget
599,Cho giải trí ngân sách 800 nghìn,set_budget
600,Tiền điện không quá 500k một tháng,set_budget
601,Ăn uống tháng này chỉ được 2 triệu thôi,set_budget
602,Đặt hạn mức mua sắm 3 củ,set_budget
603,Tiền nhà mỗi tháng giới hạn 6 triệu,set_budget
604,Đi lại tối đa 900 nghìn mỗi tháng,set_budget
605,Giải trí không được quá 600k,set_budget
606,Mình muốn tiết kiệm 15 triệu trong 3 tháng,saving_goal
607,Cần để dành 20 triệu trong 6 tháng,saving_goal
608,Tôi muốn có 40 triệu sau 8 tháng,saving_goal
609,Mục tiêu là tiết kiệm 50 triệu trong 1 năm,saving_goal
610,Mình cần tích lũy 100 triệu trong 2 năm,saving_goal
611,Muốn dành dụm 12 triệu trong 4 tháng,saving_goal
612,Mỗi tháng cần để dành bao nhiêu để đủ 30 triệu sau 5 tháng?,saving_goal
613,Tôi muốn có 18 triệu tiết kiệm sau 6 tháng,saving_goal
614,Cần tiết kiệm 60 triệu trong 15 tháng,saving_goal
615,Làm sao để dành được 24 triệu trong 1 năm?,saving_goal
616,Làm sao quản lý chi tiêu hiệu quả hơn?,financial_advice
617,Tôi nên tiết kiệm tiền như thế nào?,financial_advice
618,Có nên lập ngân sách hàng tháng không?,financial_advice
619,Quỹ khẩn cấp cần thiết thế nào?,financial_advice
620,Làm sao để giảm các khoản chi không cần thiết?,financial_advice
621,Nên ghi chép chi tiêu bằng cách nào?,financial_advice
622,Cách phân bổ thu nhập hợp lý là gì?,financial_advice
623,Làm sao để không mua đồ theo cảm hứng?,financial_advice
624,Nên xây dựng kế hoạch tài chính cá nhân ra sao?,financial_advice
625,Làm thế nào để duy trì thói quen tiết kiệm?,financial_advice
626,Sáng nay ăn xôi hết 25k,add_expense
627,Mua tô phở 50 nghìn,add_expense
628,Trưa gọi cơm hết 65k,add_expense
629,Uống cà phê sáng mất 35 nghìn,add_expense
630,Mua cái áo mới 600k,add_expense
631,Đi xem phim hết 180 nghìn,add_expense
632,Vừa trả tiền điện 450k,add_expense
633,Mua thuốc ở hiệu thuốc 100 nghìn,add_expense
634,Tiền thuê nhà tháng này 5 triệu,add_expense
635,Mua sách hết 200k,add_expense
636,Đi Grab hết 55 nghìn,add_expense
637,Đổ xăng 85k,add_expense
638,Mua quần áo hết 750 nghìn,add_expense
639,Vừa thanh toán tiền internet 280k,add_expense
640,Tối qua ăn ngoài hết 250 nghìn,add_expense
641,Đi chợ hết 300k,add_expense
642,Mua vé xe khách 220 nghìn,add_expense
643,Đóng học phí hết 3 triệu,add_expense
644,Mua quà sinh nhật 350k,add_expense
645,Ăn vặt hết 40 nghìn,add_expense
646,Lương vừa vào tài khoản 13 triệu,add_income
647,Công ty chuyển lương 16 củ,add_income
648,Được thưởng 2 triệu,add_income
649,Mẹ gửi tiền cho mình 1 triệu,add_income
650,Vừa nhận 3 triệu tiền freelance,add_income
651,Khách chuyển khoản 4 củ,add_income
652,Bán đồ cũ thu được 750k,add_income
653,Nhận tiền làm thêm 1 triệu rưỡi,add_income
654,Vừa được hoàn tiền 400 nghìn,add_income
655,Thưởng tháng này được 3 triệu,add_income
656,Anh trai gửi 500 nghìn,add_income
657,Người ta vừa trả nợ 2 triệu,add_income
658,Công ty chuyển phụ cấp 1 triệu,add_income
659,Bán điện thoại cũ được 5 triệu,add_income
660,Nhận tiền dự án 9 triệu,add_income
661,Bố mẹ gửi thêm 2 củ,add_income
662,Khách vừa thanh toán 6 triệu,add_income
663,Lương tháng này về 18 triệu,add_income
664,Vừa nhận tiền công 800k,add_income
665,Có thêm 1 triệu tiền thưởng,add_income
666,Tài khoản bây giờ còn bao nhiêu tiền?,query_balance
667,Mình còn bao nhiêu trong tài khoản?,query_balance
668,Cho biết số dư hiện tại nhé,query_balance
669,Trong ví giờ còn bao nhiêu?,query_balance
670,Tôi còn dư bao nhiêu tiền?,query_balance
671,Kiểm tra số dư giúp tôi,query_balance
672,Hiện tại mình còn lại bao nhiêu?,query_balance
673,Sau các khoản chi thì còn bao nhiêu?,query_balance
674,Giờ tôi còn bao nhiêu để tiêu?,query_balance
675,Số tiền còn trong tài khoản là bao nhiêu?,query_balance
676,Tháng này đã tiêu tổng cộng bao nhiêu?,query_expense
677,Từ đầu tháng đến giờ chi hết bao nhiêu?,query_expense
678,Hôm nay tổng chi tiêu là bao nhiêu?,query_expense
679,Tuần này mình tiêu bao nhiêu rồi?,query_expense
680,7 ngày vừa qua đã chi bao nhiêu?,query_expense
681,Tháng trước tổng chi là bao nhiêu?,query_expense
682,Từ đầu năm đến giờ tiêu bao nhiêu?,query_expense
683,Hôm qua mình đã tiêu hết bao nhiêu?,query_expense
684,Tổng tiền đã chi trong tháng này là bao nhiêu?,query_expense
685,Tuần này tổng cộng đã tiêu bao nhiêu tiền?,query_expense
686,Tiền ăn tháng này hết bao nhiêu vậy?,query_category
687,Tháng này tiền đi lại bao nhiêu?,query_category
688,Mình đã tiêu bao nhiêu cho mua sắm?,query_category
689,Tiền điện tháng này hết bao nhiêu?,query_category
690,Tiền nhà tháng này tốn bao nhiêu?,query_category
691,Giải trí tháng này hết bao nhiêu tiền?,query_category
692,Tiền thuốc tháng này bao nhiêu?,query_category
693,Học hành tháng này chi bao nhiêu?,query_category
694,Xăng xe tháng này hết bao nhiêu?,query_category
695,Khoản nào mình đang tiêu nhiều nhất?,query_category
696,Ăn uống mỗi tháng tối đa 2 triệu,set_budget
697,Cho tôi ngân sách mua sắm 3 triệu,set_budget
698,Đi lại tháng này giới hạn 800k,set_budget
699,Giải trí mỗi tháng không quá 1 triệu,set_budget
700,Đặt hạn mức tiền điện 600 nghìn,set_budget
701,Ăn uống đừng vượt quá 1 triệu rưỡi,set_budget
702,Mua sắm tối đa 2 củ mỗi tháng,set_budget
703,Tiền nhà giới hạn 7 triệu nhé,set_budget
704,Cho đi lại tối đa 900k một tháng,set_budget
705,Giải trí chỉ được tiêu 500 nghìn,set_budget
706,Tôi muốn tiết kiệm 20 triệu trong 4 tháng,saving_goal
707,Mình cần để dành 30 triệu trong 6 tháng,saving_goal
708,Muốn có 50 triệu sau 1 năm,saving_goal
709,Tôi muốn tích lũy 15 triệu trong 5 tháng,saving_goal
710,Cần tiết kiệm 80 triệu trong 2 năm,saving_goal
711,Muốn dành dụm 10 triệu trong 3 tháng,saving_goal
712,Mỗi tháng phải tiết kiệm bao nhiêu để đủ 24 triệu sau 6 tháng?,saving_goal
713,Tôi muốn có 40 triệu tiết kiệm sau 10 tháng,saving_goal
714,Mục tiêu của tôi là 60 triệu trong 18 tháng,saving_goal
715,Làm sao để dành đủ 12 triệu trong 1 năm?,saving_goal
716,Có cách nào quản lý tiền hiệu quả hơn không?,financial_advice
717,Làm sao để tiết kiệm được nhiều hơn?,financial_advice
718,Nên lập ngân sách cá nhân thế nào cho hợp lý?,financial_advice
719,Quỹ khẩn cấp có cần thiết không?,financial_advice
720,Làm sao để giảm tiêu tiền linh tinh?,financial_advice
721,Nên ghi lại các khoản chi tiêu như thế nào?,financial_advice
722,Tôi nên chia thu nhập hàng tháng ra sao?,financial_advice
723,Làm sao để kiểm soát việc mua sắm quá tay?,financial_advice
724,Có cách nào cải thiện thói quen tài chính không?,financial_advice
725,Nên bắt đầu quản lý tài chính cá nhân từ đâu?,financial_advice
726,Nay ăn sáng hết 30k,add_expense
727,Mua cơm trưa 55 nghìn,add_expense
728,Vừa đặt trà sữa 40k,add_expense
729,Mới mua áo 300 nghìn,add_expense
730,Đi xe ôm hết 45k,add_expense
731,Tối qua xem phim mất 160 nghìn,add_expense
732,Vừa đóng tiền điện 500k,add_expense
733,Mua thuốc hết 120 nghìn,add_expense
734,Tiền phòng tháng này 4 triệu,add_expense
735,Mua sách 150k,add_expense
736,Đi Grab hết 70 nghìn,add_expense
737,Đổ xăng hết 100k,add_expense
738,Mua giày 800 nghìn,add_expense
739,Trả tiền wifi 250k rồi,add_expense
740,Ăn tối ngoài quán hết 200 nghìn,add_expense
741,Đi siêu thị hết 500k,add_expense
742,Mua vé tàu 300 nghìn,add_expense
743,Đóng học phí 2 triệu,add_expense
744,Mua quà hết 350k,add_expense
745,Uống cafe hết 45 nghìn,add_expense
746,Lương tháng này vừa về 15 triệu,add_income
747,Công ty chuyển 12 củ tiền lương,add_income
748,Vừa nhận thưởng 3 triệu,add_income
749,Mẹ gửi 1 triệu rưỡi,add_income
750,Freelance vừa nhận 4 triệu,add_income
751,Khách chuyển cho mình 5 triệu,add_income
752,Bán đồ cũ được 700k,add_income
753,Nhận tiền làm thêm 2 triệu,add_income
754,Vừa được hoàn 300 nghìn,add_income
755,Thưởng tháng này 1 triệu rưỡi,add_income
756,Anh trai gửi 500k,add_income
757,Vừa nhận lại khoản nợ 2 triệu,add_income
758,Công ty trả phụ cấp 800 nghìn,add_income
759,Bán chiếc điện thoại được 3 triệu,add_income
760,Nhận tiền dự án 10 củ,add_income
761,Bố mẹ gửi thêm 2 triệu,add_income
762,Khách vừa thanh toán 4 triệu,add_income
763,Lương vừa ting ting 17 triệu,add_income
764,Vừa nhận tiền công 900k,add_income
765,Được thưởng thêm 1 triệu,add_income
766,Giờ tài khoản còn bao nhiêu?,query_balance
767,Mình còn bao nhiêu tiền trong ví?,query_balance
768,Số dư hiện tại của tôi bao nhiêu?,query_balance
769,Kiểm tra xem tài khoản còn bao nhiêu,query_balance
770,Hiện giờ tôi còn dư bao nhiêu?,query_balance
771,Sau khi chi tiêu mình còn bao nhiêu?,query_balance
772,Tài khoản còn lại bao nhiêu tiền?,query_balance
773,Cho mình biết số dư nhé,query_balance
774,Trong tài khoản còn bao nhiêu vậy?,query_balance
775,Tôi còn bao nhiêu để tiêu?,query_balance
776,Tháng này tổng chi bao nhiêu rồi?,query_expense
777,Từ đầu tháng tới giờ tiêu bao nhiêu?,query_expense
778,Hôm nay mình đã chi bao nhiêu tiền?,query_expense
779,Tuần này tổng cộng tiêu bao nhiêu?,query_expense
780,7 ngày qua đã tiêu hết bao nhiêu?,query_expense
781,Tháng trước tổng chi bao nhiêu?,query_expense
782,Từ đầu năm đến giờ đã tiêu bao nhiêu?,query_expense
783,Hôm qua tổng chi là bao nhiêu?,query_expense
784,Cho tôi biết tổng tiền đã chi tháng này,query_expense
785,Tuần này mình đã tiêu tổng cộng bao nhiêu?,query_expense
786,Tiền ăn tháng này hết bao nhiêu?,query_category
787,Đi lại tháng này tốn bao nhiêu?,query_category
788,Mua sắm hết bao nhiêu tiền?,query_category
789,Tiền điện tháng này bao nhiêu?,query_category
790,Tiền thuê nhà hết bao nhiêu?,query_category
791,Giải trí tháng này chi bao nhiêu?,query_category
792,Tiền thuốc đã tốn bao nhiêu?,query_category
793,Học tập tháng này hết bao nhiêu?,query_category
794,Xăng xe đã chi bao nhiêu?,query_category
795,Khoản nào tôi tiêu nhiều tiền nhất?,query_category
796,Đặt ngân sách ăn uống 2 triệu,set_budget
797,Mua sắm tối đa 3 triệu mỗi tháng,set_budget
798,Giới hạn đi lại 800k một tháng,set_budget
799,Cho giải trí ngân sách 1 triệu,set_budget
800,Tôi muốn tiết kiệm 30 triệu trong 6 tháng,saving_goal

